DC Pavadinimas,Prastovos gr.,Prastovos kodas,Prastovos pavadinimas,Komentaras,Laikas (min.),Viso laikas DC,Proc. %,YYYY
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc114d/iro114d,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc120k/irc121,38,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc122/irc205,26,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc204 iro204,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc205/irc109 state mokiniai,63,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc214 irc 120 k,29,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc301/iro102,23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc302/iro122,29,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc303/irc122.nejo nuimti graztu suluzo spec raktas graztam nuimti(virino nes tik vienas yra ant abieju liniju)state mokinys,57,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,irc307 - iro101d,30,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO-102  i  IRC-102,5,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-102  iro 203,22,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-103/D  iro-205,20,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-108   iro-110,38,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-109     ikw-201,41,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-113/D  ikw-201,10,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO-116-D  i IRO-118k,5,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-116/D   iro-116/K,23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-118/D  iro-113/K,80,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO-118D  i  IRO113K,70,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro-202   iro-406,dvigubos",37,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-202>irc-202,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro-203   i iro 215,67,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 103 d-irc 103 d,11,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 103 k -> iro 114 k   Vienas grezejas reguliavo,78,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 104 d - iro 104 k,38,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 104 d i    irc 103 d,30,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"IRO 107D / IRC 107D Briaunos keitimas,regulevimas",13,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 108 k-  iro 110 d,8,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 109-iro 108 reguliuoja tik 1 grezejas,101,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Iro 109 - irc 122,23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 109 -> iro 205 gr.stato studentas,29,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 109 -> iro 213,18,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Iro 113k - irc113k,5,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 114k - irc114d,29,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 115 D-Iro 115 K,56,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 115d - iro 115k,22,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Iro 116k - iro 311,23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 119 - iro 117,25,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 120 d - iro 110,49,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO 120K - IRO 108 stato tik VIENAS grezejas. Laukta detales is briaunavimo reguliuoti grezimui,14,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 121 -> iro 120 d,45,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 122 - ikw 201,26,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 202 - iro 109,67,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 203-iro 103,21,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO 203  / IRO 101K Buvo egzaminuojamas mokinys grezejas,46,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 205-iro 109,33,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 205 - iro 109,42,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 205 -> iro 302 stato studentas,17,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 205 iro 109,6,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 301  i   iro 205,20,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO 301 / IRO 102,17,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro 302 - iro 114k,26,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO101-D-IRO301,3,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro101 k - iro 301,16,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro101d - iro 302,33,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro101k - iro 301,25,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro103 k - ikw 201,24,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro103_k/iro205,20,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO103D / IKW 201,48,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO104D  i   IRO104K,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO104D  i   IRO104K. reguliavimas su mokiniu,60,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro104d/irc104d,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro104k - irc103k,24,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO104K   i  IRO107K reguliavo su mokiniu,53,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro104k/irc104k,3,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro107/iro101d,59,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro107D - iro 205 reguliavo su mokiniu,44,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro107k - iro 101k,26,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO108-IRO110 stato mokinys,6,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro108 - iro110,17,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro108 iro 110,22,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro108/iro110,39,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro108/iro110.state mokiniai,dieles paklaidos",109,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro108/iro205 breziniu perdarymas graztu keitimas,69,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO109-IRO108 grezima reguliuoja studentas,47,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro109/irc122,29,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro109/iro102,45,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro110- iro 205,23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO110-IRO205,30,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro110/;iro109,60,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro110/iro108,47,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro110/iro109gr.state su mokiniu,61,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro110/iro303,30,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro113/iro114 State grezima mokiniai,114,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro113_d/iro107_k gr.stao mokinys.atraminiu groteliu dejimas prispaudimo liniuociu dejimas grezime.,77,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro113d - iro209,17,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro113k - iro113d,28,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro114/D    i   iro115/D  brezinio perdarymas,atramu persukimas,ploksteliu persukimas",95,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro114/k iro114/d,64,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro114_d/iro102gr.stato mokinys.grezime dedamos atramines groteles,keiciamos sonines ploksteles,ismontuojamas pasukino staliukas.",79,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro114d - irc 207,35,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO114k-IRO114-D,44,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro115k - iro 310,24,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro116_d/ikw201,45,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro116_k/iro104_k gr. stato mokinys,73,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Iro116d - iro116k,11,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro116k - iro311,29,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro118d/iro113kgr,state mokinys,soniniu ploksteliu keitimas apatiniu groteliu persukimas,pasukimo stalo ismontavimas.",185,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro118k/iro118d,37,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro122,35,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro122 - iro 202,47,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro202/irc202,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro202/iro301statymas su mokiniu,54,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro203/irc203,5,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro205 - ikw201,37,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro205 - iro 109,32,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro205/iro108 gr.state mokinys.dideles palkaidos nekilo suportas.,99,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro205/iro120_d gr.state mokiniai,pasikimo stalo montavimas",81,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro205/iro302,45,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro213/iro409,35,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO301-IRO108,45,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro301/IRO103-D grezima reguliuoja tik 1 grezejas,9,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro301/iro205 grezim state mokiniai,58,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro302/irc302,3,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro303/irc104_d,49,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro303/irc303,2,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO309/IRO114-K grezima stato 1 grezejas. Sutapo statymas su H2X,50,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,IRO309/IRO114 K generuojamas brezinys 1-ose gr.st.,56,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"iro311/iro118kgr.state mokinys,graztu keitimas, gyliu reguliavimas,pasukimo stalo montavimas",89,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,iro409/iro311,33,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,is irc901 i irc201,63,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,is irc907 i   iro 907,5,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"is iro706   i  iro 202, reguliavo  1 grezejas",65,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"is iro706   i  iro 202, reguliavo grezejas mokinys",64,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,lygino galvas paklaida 1 mm keite sonines groteles nes drasko skyles apvilkimo briaunoje,62,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"Metaliniu soninio spaudimo ploksteliu keitimas i medines (nes nepraeina 20 diam.graztai), atraminiu groteliu sudejimasi i  kitas vietas (nepraeina 20 diam.graztai",51,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Negavom detales is briaunavimo reguliuoti grezimui,8,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"Nesusiveda horizantalaus gr,galvos 1-ose gr.st. Daroma referencija",15,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"Pasukimo stalo idejimas,davikliu perdejimas,liniuociu nuemimas",23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Pasukimo stalo isemimas,11,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Pasukimo stalo ismontavimas,6,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,"Pasukimo stalo pastatymas,davikliu perdejimas,liniuociu perdejimas",30,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,pasukimo stalo reg.,44,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Perreguliavimas is naujo. Nes 1-ose gr.st.horizantalios galvos graztai remesi i atramas ant reikiamo grezimui matmens,42,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,reguliuoja mokiniai,31,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Soniniu atramu perdejimas,18,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Soniniu atramu perdejimas (beveik visu) grezime,26,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Spec.gr.galvu eigos reguliavimas,11,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Stao tik vienas grezejas,15,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Stato 1 grezejas,63,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,stato 1 grezejas,27,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Stato tik 1 grezejas,30,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Stato tik vienas grezejas,8,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Suporto referencija 1-ose gr.st.,15,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,TIk briaunos keitimas,5,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,Tik briaunos keitimas,4,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,TIk vienas grezejas stato grezima,23,175810,9.34%,2015
Linija Homag_4,41,4102,GAMINIO KEITIMAS /REGULIAVIMAS,uzstriges kompas,13,175810,9.34%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,,2433,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,1br. staklese kopyras nesiekia detales,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,5suporto referencija y asimi,18,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Antru gr.stakliu reguliavimas. Saltkalvis paleido suportus PPR metu,ko pasekoje dingo matmenys",11,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Atraminiu groteliu keitimas vietomis,6,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Atraminiu groteliu sudejimas,soninio spaudimo ploksteliu keitimas i metalines,davikliu perdejimas,liniuociu sudejimas,pasukimo stalo isemimas",38,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,blogai sureguliuoitos br st teko perreguliuoti,41,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Blogas brezinys 1 gr staklese. Brezinio perbraizymas,12,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,br apvalinimo koregavimas,23,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Br koregavimas,29,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,br koregavimas,34,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Br. koregavimas,6,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Braizo apvilkimo briauna. Mediniu ploksteliu sveitimas,17,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Brezinio perdarymas, blogai padarytas brezinys",33,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,briauna,7,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,briaunavimo koregavimas,38,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Briaunavimo stakliu lygegretumo reguliavimas,15,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,briaunos apvalinimo koregavimas,5,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Briaunos aukscio reguliavimas,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Briaunos koregavimas,9,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,briaunos koregavimas,8,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Briaunos koregavimas. Atreguliuojama briauna ir vel pabega briaunos kokybe 2st desinej puseje virsutine freza,53,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,briaunos regulevimas,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Briaunos reguliavimas,19,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Broko taisymas,43,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,detales netinkamos gamybai,69,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,dideles grezimo paklaidos,17,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Dirzu aukscio reguliavimas grezime,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Dirzu aukscio reguliuavimas,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Dirzu auksciu reguliavimas,5,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Dirzu auksciu reguliavimas 2-ose gr.st.,6,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Dirzu auksciu reguliavimas abejose gr.st.,29,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Dirzu reguliavimas grezime,7,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Drozliu nuputimo pajungimas,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Drozliu nuputimo pajungimas abejose gr.st.,13,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,freza daro ispauda fasadinej detales pusej,11,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,gr koregavimas,6,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,gr. galvu lyginimas popiereliais,5,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,grezime,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Grezime kompas neperima brezinio. Kompo restartavimas,75,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,grezime prispaudimo liniuotes stumdo detale,9,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Grezimo koreg,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Grezimo koregavimas,9,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,grezimo koregavimas,67,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"grezimo koregavimas, nelaike suporto stabdis",5,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"grezimo koregavimas, nelaiko y asies stabdis",2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,"Grezimo pirmu stakliu perreguliavimas. Buvo pastumiama detale,ko pasekoje pabegdavo matmenys",13,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Grezimo reguliaimas,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Griovelio koregavimas,5,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,griovelio koregavimas,5,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Gyliu reg.grezime,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,horizontalaus grezimo galvu reguliavimas,82,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,Horizontalaus grezimo reguliavimas,2,175810,2.43%,2015
Linija Homag_4,41,4103,REGULIAVIMAS GAMYBOS METU,horizontalaus grezimo reguliavimas,6,175810,2.43%,2015
